id,timeInfected,infectedById
AAACCGG:465,2011,AAACCGG:ROOT
AAACCGG:466,2011,AAACCGG:ROOT
AAACCGG:467,2011,AAACCGG:ROOT
AAACCGG:468,2011,AAACCGG:ROOT
AAACCGG:469,2011,AAACCGG:ROOT
AAACCGG:470,2011,AAACCGG:ROOT
AAACCGG:471,2011,AAACCGG:ROOT
AAACCGG:472,2011,AAACCGG:ROOT
AAACCGG:473,2011,AAACCGG:ROOT
AAACCGG:474,2011,AAACCGG:ROOT
AAACCGG:475,2011,AAACCGG:ROOT
AAACCGG:476,2011,AAACCGG:ROOT
AAACCGG:477,2011,AAACCGG:ROOT
AAACCGG:478,2011,AAACCGG:ROOT
AAACCGG:479,2011,AAACCGG:ROOT
AAACCGG:480,2011,AAACCGG:ROOT
AAACCGG:481,2011,AAACCGG:ROOT
AAACCGG:482,2011,AAACCGG:ROOT
AAACCGG:483,2011,AAACCGG:ROOT
AAACCGG:484,2011,AAACCGG:ROOT
AAACCGG:485,2011,AAACCGG:ROOT
AAACCGG:486,2011,AAACCGG:ROOT
AAACCGG:487,2011,AAACCGG:ROOT
AAACCGG:488,2011,AAACCGG:ROOT
AAACCGG:489,2011,AAACCGG:ROOT
AAACCGG:490,2011,AAACCGG:ROOT
AAACCGG:491,2011,AAACCGG:ROOT
AAACCGG:492,2011,AAACCGG:ROOT
AAACCGG:493,2011,AAACCGG:ROOT
AAACCGG:494,2011,AAACCGG:ROOT
AAACCGG:495,2011,AAACCGG:ROOT
AAACCGG:496,2011,AAACCGG:ROOT
AAACCGG:497,2011,AAACCGG:ROOT
AAACCGG:498,2011,AAACCGG:ROOT
AAACCGG:499,2011,AAACCGG:ROOT
AAACCGG:500,2011,AAACCGG:ROOT
AAACCGG:501,2011,AAACCGG:ROOT
AAACCGG:502,2011,AAACCGG:ROOT
AAACCGG:503,2011,AAACCGG:ROOT
AAACCGG:504,2011,AAACCGG:ROOT
AAACCGG:505,2011,AAACCGG:ROOT
AAACCGG:506,2011,AAACCGG:ROOT
AAACCGG:507,2011,AAACCGG:ROOT
AAACCGG:508,2011,AAACCGG:ROOT
AAACCGG:509,2011,AAACCGG:ROOT
AAACCGG:510,2011,AAACCGG:ROOT
AAACCGG:511,2011,AAACCGG:ROOT
AAACCGG:512,2011,AAACCGG:ROOT
AAACCGG:513,2011,AAACCGG:ROOT
AAACCGG:514,2011,AAACCGG:ROOT
AAACCGG:515,2011,AAACCGG:ROOT
AAACCGG:516,2011,AAACCGG:ROOT
AAACCGG:517,2011,AAACCGG:ROOT
AAACCGG:518,2011,AAACCGG:ROOT
AAACCGG:519,2011,AAACCGG:ROOT
AAACCGG:520,2011,AAACCGG:ROOT
AAACCGG:521,2011,AAACCGG:ROOT
AAACCGG:522,2011,AAACCGG:ROOT
AAACCGG:523,2011,AAACCGG:ROOT
AAACCGG:524,2011,AAACCGG:ROOT
AAACCGG:525,2011,AAACCGG:ROOT
AAACCGG:526,2011,AAACCGG:ROOT
AAACCGG:527,2011,AAACCGG:ROOT
AAACCGG:528,2011,AAACCGG:ROOT
AAACCGG:529,2011,AAACCGG:ROOT
AAACCGG:530,2011,AAACCGG:ROOT
AAACCGG:531,2011,AAACCGG:ROOT
AAACCGG:532,2011,AAACCGG:ROOT
AAACCGG:533,2011,AAACCGG:ROOT
AAACCGG:534,2011,AAACCGG:ROOT
AAACCGG:535,2011,AAACCGG:ROOT
AAACCGG:536,2011,AAACCGG:ROOT
AAACCGG:537,2011,AAACCGG:ROOT
AAACCGG:538,2011,AAACCGG:ROOT
AAACCGG:539,2011,AAACCGG:ROOT
AAACCGG:540,2011,AAACCGG:ROOT
AAACCGG:541,2011,AAACCGG:ROOT
AAACCGG:542,2011,AAACCGG:ROOT
AAACCGG:543,2011,AAACCGG:ROOT
AAACCGG:544,2011,AAACCGG:ROOT
AAACCGG:545,2011,AAACCGG:ROOT
