# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Mar 26 18:25:32 PDT 2020 [seed=1585272330389]
# -overwrite ncov-wa.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	default.clock.rate	default.treeLikelihood	default.branchRates	coalescent
0	-45670.71662810517	85.41882000912231	-45756.13544811429	0.10523939922474694	2020.096946393125	3.329550686237166	1.0	40.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	8.0E-4	-45756.13544811429	0.0	92.0399677664158
5000	-44567.10199975941	17.860634957047985	-44584.96263471646	0.10266099170146867	2020.0995248006484	3.8350262648814355	1.63812529161868	44.97381624791421	6.404054416395946	0.2711541462793161	0.20468171611962416	0.22271455900486217	0.30144957859619753	0.07761362130869867	8.0E-4	-44584.96263471646	0.0	25.652592692908232
10000	-44385.9866750763	-25.453805955984308	-44360.53286912032	0.1002740413043487	2020.1019117510455	4.237498173975177	2.497766102248018	50.0742054884083	6.8051523979028605	0.2967262525311327	0.18117210738560607	0.19610710310311116	0.3259945369801501	0.04389061312513145	8.0E-4	-44360.53286912032	0.0	-17.005867550415864
15000	-44344.37739222143	-74.42700813729456	-44269.950384084135	0.092249177289305	2020.1099366150606	4.69086722124314	3.257161705896829	52.57224329515035	7.355445698475177	0.29923853702914865	0.18307456922495965	0.19081933288625355	0.3268675608596382	0.02622755527596683	8.0E-4	-44269.950384084135	0.0	-65.50242373732712
20000	-44316.11922550374	-116.28514113734826	-44199.83408436639	0.12340458539940805	2020.0787812069505	5.20709348247516	5.146419570472674	55.93871415814802	4.816205670369506	0.29754398379971947	0.1800320298656497	0.19742721416996087	0.32499677216466993	0.018139217450711703	8.0E-4	-44199.83408436639	0.0	-107.36439569040934
25000	-44322.23836724793	-157.98731403822813	-44164.2510532097	0.13833251000845978	2020.0638532823414	5.615375048785506	4.818546701609666	49.592459182054114	6.44901518004609	0.29831452154541854	0.1823290246501953	0.19300840887105541	0.32634804493333075	0.04194837878349234	8.0E-4	-44164.2510532097	0.0	-148.93867024594374
30000	-44316.26298257316	-206.0832605257408	-44110.17972204742	0.15586154552938405	2020.0463242468204	6.233483999843059	7.289886205351008	51.36297954023984	7.2469370334039915	0.2978024156516302	0.1846009652841906	0.19522387337243138	0.32237274569174784	0.014175281387146145	8.0E-4	-44110.17972204742	0.0	-196.37278212102166
35000	-44297.616488920474	-227.96590373249518	-44069.65058518798	0.1555194714163818	2020.0466663209334	6.564335516514797	6.494477016477128	47.70328723018295	6.038580164155542	0.29682096217062565	0.1833208952094608	0.19262325987515994	0.3272348827447536	0.017292661975793537	8.0E-4	-44069.65058518798	0.0	-218.8091084188569
40000	-44279.97922942311	-245.21355398530562	-44034.765675437804	0.16099398984657093	2020.0411918025034	6.841390405749406	7.230885056313328	47.13729842205753	6.702651503192787	0.2944482587840124	0.18776047551433456	0.19179049464968972	0.3260007710519633	0.026928470139077242	8.0E-4	-44034.765675437804	0.0	-235.77683449542312
45000	-44283.317102628884	-276.1944664535075	-44007.12263617538	0.16869582842197	2020.0334899639279	7.247214597912438	9.115402823227818	48.036724414454746	6.016824007433514	0.2985139657426898	0.1871573907271183	0.19184223487270566	0.3224864086574863	0.04222134066397989	8.0E-4	-44007.12263617538	0.0	-266.5985681113914
50000	-44282.31660943206	-282.37278621236004	-43999.9438232197	0.14399482797714022	2020.0581909643727	7.548086283044133	14.006917113097868	55.72264560056927	6.052406822484389	0.3015142487542809	0.1829189722329912	0.19640388677276982	0.3191628922399581	0.057147926752591754	8.0E-4	-43999.9438232197	0.0	-271.9201106960398
55000	-44268.38316436844	-294.3230445008862	-43974.06011986755	0.13816353130792527	2020.0640222610418	7.889401175513336	16.04971733253324	57.797956651031214	5.440556252146206	0.29371382751225994	0.18409407168732317	0.19498057193845225	0.32721152886196464	0.014308556823140956	8.0E-4	-43974.06011986755	0.0	-283.8565760363881
60000	-44288.10702961449	-321.2819248255436	-43966.82510478895	0.15598796086137956	2020.0461978314884	8.46243439852889	23.89653529048195	61.61988088521676	6.076086929731557	0.29840819699613574	0.1814985612487178	0.1969904489081013	0.3231027928470453	0.03191680246412293	8.0E-4	-43966.82510478895	0.0	-309.9546471503295
65000	-44287.26404674639	-337.2719380765649	-43949.99210866983	0.14883892107830138	2020.0533468712715	8.985696755284645	25.13466229191986	58.771714033593675	5.675525193678976	0.29825073105740835	0.18730099721457205	0.19147498900933316	0.32297328271868664	0.030888588473443918	8.0E-4	-43949.99210866983	0.0	-326.1307649134025
70000	-44304.28843199983	-346.183237082761	-43958.105194917065	0.13300286057051341	2020.0691829317793	9.080545611392878	26.507919029465388	58.1411495796394	6.122116685595749	0.2972283817696677	0.18411556437643006	0.1939968468996819	0.32465920695422057	0.03498085848092652	8.0E-4	-43958.105194917065	0.0	-334.88730347410467
75000	-44284.69850706555	-352.0373941437531	-43932.6611129218	0.15127461492954578	2020.0509111774204	9.316045620093464	27.981998643748604	60.04297676591438	7.154900666701896	0.3017871746695552	0.1851937909530523	0.19471167627264707	0.31830735810474564	0.08023328556752253	8.0E-4	-43932.6611129218	0.0	-340.24736912797374
80000	-44270.39212770978	-350.1534937657086	-43920.23863394408	0.14197135769443486	2020.0602144346553	9.420298343039457	47.89782580537918	68.3379643699432	6.062906451001551	0.29317967038042786	0.1818352441535661	0.1947611516174982	0.330223933848508	0.036549265371830376	8.0E-4	-43920.23863394408	0.0	-337.6105019058264
85000	-44245.90063060075	-356.438837956223	-43889.46179264453	0.13852211994327993	2020.0636636724066	9.732014911384386	52.80920853419957	67.17412740736562	5.012390700496836	0.2992985790681558	0.18149010250118744	0.1960826625588965	0.3231286558717603	0.03522929930720297	8.0E-4	-43889.46179264453	0.0	-344.11819829495147
90000	-44237.90737546452	-363.52065630526977	-43874.38671915925	0.13826072198267356	2020.063925070367	10.076016639064031	81.87950481986064	72.33433288768772	5.3677073797483965	0.29569298747148776	0.18174880825359171	0.19706634017974392	0.3254918640951766	0.017879205423379403	8.0E-4	-43874.38671915925	0.0	-350.2906167124921
95000	-44242.87060991718	-371.6883012338483	-43871.18230868333	0.13715596427719354	2020.0650298280727	10.688907754413762	103.1545599316692	76.78452691155046	4.956044426002882	0.2984959750901015	0.1858860506956723	0.1935979401492064	0.32202003406501983	0.058348653019508666	8.0E-4	-43871.18230868333	0.0	-357.92767587915614
100000	-44222.146121184574	-370.0784524627377	-43852.06766872184	0.12874452831594255	2020.0734412640338	10.917295800629576	142.20667812156714	78.97682545126607	4.945340149307879	0.2993329077781359	0.179513072199013	0.19540056375688483	0.3257534562659663	0.003140528678494584	8.0E-4	-43852.06766872184	0.0	-355.87915541363856
105000	-44224.756436987416	-373.68199505284036	-43851.07444193458	0.12325899856392464	2020.078926793786	10.667077536364861	145.227517488584	79.30876517722506	7.845161888361806	0.29646739693533153	0.1838449146697062	0.19672674362761094	0.3229609447673513	0.040754257817517785	8.0E-4	-43851.07444193458	0.0	-358.6529830860688
110000	-44195.66730057246	-363.8024566570601	-43831.8648439154	0.12008657711661819	2020.0820992152333	10.953551440894028	141.73389328885054	79.6943294476611	6.1274682073200974	0.29684529766168444	0.18404119569772037	0.1935518950094027	0.32556161163119235	0.05832013619705517	8.0E-4	-43831.8648439154	0.0	-349.1414150856663
115000	-44183.80422013926	-362.1004035719276	-43821.70381656733	0.13319647322774075	2020.068989319122	10.911870579438055	201.89507447048686	84.37064414795742	5.59031853081913	0.30121024813376185	0.18306236646612284	0.19426280929526699	0.3214645761048482	0.0663673893832474	8.0E-4	-43821.70381656733	0.0	-346.7962235804329
120000	-44164.16336667722	-355.4517825441194	-43808.711584133096	0.1134331653434183	2020.0887526270064	10.63518569426441	182.3831752782948	86.08039675627043	6.35813795323927	0.2972420197438618	0.18361970211312628	0.19552794158737763	0.3236103365556342	0.06026891835627915	8.0E-4	-43808.711584133096	0.0	-339.99065355677294
125000	-44162.56037358338	-363.92612471904334	-43798.634248864335	0.12959465451067886	2020.0725911378393	11.034686865385476	225.48634108507915	87.65471506725811	5.1903724193412355	0.2984031105762578	0.18528801691824728	0.1958627757333587	0.32044609677213615	0.06135423746993816	8.0E-4	-43798.634248864335	0.0	-348.3772903798541
130000	-44136.1039270002	-352.8491328437465	-43783.254794156455	0.11610863209706218	2020.0860771602527	11.211579359659355	273.6532041543209	89.5505853426448	5.221615972053365	0.2988424831185933	0.18063396609597543	0.1959771060104092	0.3245464447750219	0.09798767178278044	8.0E-4	-43783.254794156455	0.0	-336.83280706799474
135000	-44135.74553130207	-367.6572787122689	-43768.0882525898	0.12504615090409485	2020.0771396414457	11.209888778496063	252.43948631160427	87.71477083470873	5.596123555385017	0.2948367624038511	0.18607837165914695	0.19675766538028977	0.32232720055671205	0.06831058634700657	8.0E-4	-43768.0882525898	0.0	-351.83079429023513
140000	-44128.50705057967	-355.0185847652919	-43773.48846581438	0.11731316434447038	2020.0848726280053	11.555265685490939	476.371169280216	97.51992725460025	5.771993509236133	0.2995690849931537	0.1821911976321973	0.19475932845116362	0.32348038892348524	0.06726695222175531	8.0E-4	-43773.48846581438	0.0	-337.61886685956927
145000	-44138.60258584169	-359.9441416133949	-43778.6584442283	0.11171565595568696	2020.090470136394	11.466582681418535	654.4160415749823	101.33738973812524	7.3339925091543146	0.2984271814206369	0.18420982309027664	0.19624766829667098	0.32111532719241537	0.06499314544578955	8.0E-4	-43778.6584442283	0.0	-341.4660639500735
150000	-44115.096777860126	-347.0315323948953	-43768.06524546523	0.11600158323198398	2020.0861842091178	11.527833358905765	693.2253516909575	102.53456434245447	6.718130009924913	0.2991231444861406	0.18221648194731013	0.19220128835010306	0.32645908521644607	0.030031320158298236	8.0E-4	-43768.06524546523	0.0	-328.5987957026894
155000	-44117.45638771495	-351.768150700125	-43765.68823701482	0.11191942662587556	2020.090266365724	11.229232794697	564.3278760682439	101.145397777761	5.02661247041399	0.2942931500234281	0.18207675989937275	0.19526246682454362	0.32836762325265534	0.04974120893964971	8.0E-4	-43765.68823701482	0.0	-334.11360001695186
160000	-44119.58373221823	-358.04422145269683	-43761.53951076553	0.11036480449966607	2020.0918209878503	11.445679416455272	561.3177168064977	101.28506687013262	5.531406849098035	0.2948824618199821	0.1811457138485972	0.195772312154732	0.3281995121766884	0.041186474911670656	8.0E-4	-43761.53951076553	0.0	-340.26814163280676
165000	-44118.6215140979	-357.5018272259836	-43761.11968687191	0.1137339207502614	2020.0884518715995	11.549857658569662	760.5254829724707	104.98787063178654	5.420231798742904	0.2970113836906039	0.18257503423732863	0.19456959339274738	0.32584398867931985	0.045170219444177734	8.0E-4	-43761.11968687191	0.0	-339.05784951236444
170000	-44109.59630382647	-344.5989561430179	-43764.99734768345	0.10956541137473767	2020.0926203809752	11.970457913081892	1221.8137019737335	110.05694313985215	6.100339364946202	0.2973914943757915	0.18598081597114988	0.19085225201523734	0.3257754376378212	0.009138635969874047	8.0E-4	-43764.99734768345	0.0	-325.00903415670757
175000	-44110.61241674963	-355.86023304886874	-43754.75218370076	0.11583350150540697	2020.0863522908444	12.246621808627063	1062.4226537272773	106.89438152434566	4.420817999183879	0.29805803878918247	0.18730722225063773	0.18983354625441723	0.32480119270576235	0.009267745334847559	8.0E-4	-43754.75218370076	0.0	-337.1555436538416
180000	-44113.31080082869	-356.9224264398636	-43756.38837438882	0.12226230064914814	2020.0799234917006	11.967640035099581	1015.5482858518063	106.27508617316461	5.932841402352283	0.2969485566152084	0.17884897693698748	0.19913159458120838	0.32507087186659545	0.022850929964632536	8.0E-4	-43756.38837438882	0.0	-337.88634659136153
