# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sat Aug 01 17:57:47 PDT 2020 [seed=1596329862853]
# -overwrite ncov-wa-clade.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	coalescent
70000	-45292.24777178499	-296.9514000068943	-44995.296371778095	0.08745681571773106	2020.114728976632	7.667111540517667	25.776248710197432	88.33737938980164	7.186113309214283	0.2979308896796209	0.18273841332701599	0.19094496048758214	0.3283857365057809	0.042363314097962027	0.0011714969064197524	-44995.296371778095	-259.2930841454809
75000	-45271.66006503891	-319.03471012469635	-44952.62535491421	0.0943101431016357	2020.1078756492482	7.93771180151035	28.554791904186143	89.72868708560306	5.886548233152268	0.29776389175879725	0.18467018501786386	0.19222558842823065	0.32534033479510815	0.06247179430462012	0.001253827929748235	-44952.62535491421	-274.42934829056117
80000	-45278.375193153675	-343.69882582734294	-44934.676367326334	0.09761959986940645	2020.1045661924804	8.175708512837893	30.581359281641472	89.48068628187406	5.696745884078661	0.29427811752401223	0.18835963683695725	0.19455943639968332	0.322802809239347	0.013655736524919056	0.001380027439780514	-44934.676367326334	-288.1512282380438
85000	-45271.865578492485	-352.36530902259926	-44919.500269469885	0.09940385046709335	2020.1027819418828	8.56328523745013	32.26361627456784	86.931497568131	6.168611611586917	0.29973670579673295	0.184206408333259	0.19074832267447317	0.3253085631955348	0.012137730178430544	0.0011646596346492379	-44919.500269469885	-315.40071026059286
90000	-45261.244896313074	-367.4062333911445	-44893.83866292193	0.10210898363068868	2020.1000768087192	8.614621356504385	45.369862161378585	93.33206087750082	6.052550723153106	0.2994739091210804	0.1810712495917837	0.19331848830164314	0.3261363529854927	0.011625734659459994	0.0011822696943674434	-44893.83866292193	-328.14894558603004
95000	-45241.3016286338	-361.5556214480716	-44879.74600718573	0.09130324517639239	2020.1108825471733	8.90911609663754	54.40114750264008	95.67239081112506	6.203868292061754	0.3009265666504126	0.18012465621543775	0.19381060112830586	0.32513817600584377	0.012300444902156423	0.001174498088633462	-44879.74600718573	-322.5269916786923
100000	-45197.67976799367	-358.0426231935043	-44839.63714480017	0.09300004347431318	2020.1091857488755	9.040535442917601	55.405468575300695	95.6890462480074	5.83124064382148	0.29713395137745013	0.18292714906441448	0.1918560577222823	0.3280828418358531	0.01176451952379112	0.0010647072001886454	-44839.63714480017	-328.0609267574773
105000	-45168.27120260961	-344.52006709976035	-44823.751135509854	0.09147942770663348	2020.1107063646432	8.882875197183663	80.1684663438946	104.13340978032011	5.902807031930342	0.2917653291930705	0.1810379675346067	0.19713897552517118	0.3300577277471517	0.04097377163448029	0.0011327322204246172	-44823.751135509854	-307.90195119857594
110000	-45152.04310596564	-354.0508955824192	-44797.99221038322	0.09708167340709484	2020.1051041189428	9.151979320790092	90.21367393852044	105.53051239204856	6.325524695028563	0.2995753864299256	0.18012815136729926	0.190899261882829	0.3293972003199461	0.05588896883728389	0.0011343596675673178	-44797.99221038322	-316.9132325829593
115000	-45136.525380831095	-372.3471758098774	-44764.17820502122	0.0973241592366905	2020.1048616331132	9.188967744789469	125.68756199976163	110.05394341442964	5.991115077027518	0.2946522582018818	0.18424487316209415	0.19352968455072472	0.3275731840852993	0.025103668295272233	0.0010875210253137087	-44764.17820502122	-338.4145090151377
120000	-45130.55679966249	-361.8893582688753	-44768.66744139361	0.08563252718073984	2020.1165532651692	9.382175231391939	115.09020676227716	111.50572543063105	5.929624810765344	0.2943492062697217	0.18430157690044655	0.19734746072832893	0.3240017561015028	0.045589497286683114	0.0010567659527916246	-44768.66744139361	-330.38872188794454
125000	-45121.641719581865	-365.57581377312493	-44756.06590580874	0.0958542292187861	2020.106331563131	9.355207128645388	125.49472645299196	110.80225448827059	7.103879096621358	0.2990614307239835	0.1800057633525645	0.1892516441427382	0.3316811617807137	0.055514102012069674	0.0011322099831722063	-44756.06590580874	-327.62566803070536
130000	-45097.35595536408	-354.96892781322435	-44742.38702755086	0.07841529406115105	2020.1237704982886	9.22852150894655	138.98350077620356	115.06236369725744	6.461740855024302	0.2958657987334324	0.18223114367274276	0.1954658520933995	0.3264372055004253	0.04071571806258184	0.0010863758751105707	-44742.38702755086	-320.4827952091994
135000	-45096.78941359976	-349.01156622991425	-44747.77784736985	0.08119704488195825	2020.120988747468	9.359526165226992	131.0818022156029	115.6744452465404	5.343832952590353	0.29559294357194565	0.18532391693323522	0.19378073269887872	0.32530240679594036	0.014661286068222564	0.0010360013209093418	-44747.77784736985	-318.8737484995067
140000	-45090.16467329393	-352.46294465352884	-44737.70172864041	0.08846456881671827	2020.113721223533	9.48143471463915	140.71616487383778	113.20131894834495	7.668979045042939	0.30010733367437115	0.17950175672655444	0.1928386522548938	0.32755225734418053	0.014143380212840239	0.0010269537045791363	-44737.70172864041	-322.556565554946
145000	-45092.25220949778	-366.49188976920334	-44725.76031972858	0.08428077834310753	2020.1179050140067	9.46169484576963	144.27447197217342	114.95394037910255	7.425060803642096	0.299863061398077	0.1860677271456997	0.1939221736121452	0.32014703784407805	0.006532712744645138	0.0011054532152477065	-44725.76031972858	-330.2696879644678
150000	-45088.86600408216	-362.6067291876793	-44726.25927489448	0.09077742924518886	2020.1114083631046	9.499400301915575	150.9989801989942	115.60493027316278	5.948616997057249	0.2951437329959512	0.17964397455046321	0.1946281094302048	0.3305841830233807	0.005636960942203724	0.0010529771530909744	-44726.25927489448	-330.8234115510541
155000	-45084.96126594189	-355.4732885502148	-44729.48797739168	0.0855669752156946	2020.1166188171342	9.530350581742589	167.51631867829184	115.16715979741306	7.123905795649399	0.29694694231258356	0.182408791420686	0.19415130066451297	0.32649296560221747	0.012203879226593942	9.779783281269208E-4	-44729.48797739168	-329.01307139325326
160000	-45083.45450054773	-352.59643438515656	-44730.85806616257	0.07934517114173062	2020.122840621208	9.568583792857934	235.7482597918198	120.86274218889476	6.377725790670457	0.29763350552638085	0.18513888827373787	0.19372522420667493	0.3235023819932064	0.008969403562797112	9.80669277860254E-4	-44730.85806616257	-325.23954919349666
165000	-45087.1807393894	-351.12614117967206	-44736.054598209725	0.07794695135471597	2020.124238840995	9.59296012721327	313.5106461881153	130.052572213382	6.159732837444747	0.2983464566993036	0.18021688057339444	0.19808242379713248	0.3233542389301695	0.03199543348197463	0.0010421509087555551	-44736.054598209725	-318.0172781100074
170000	-45089.95288002153	-348.4710721288593	-44741.48180789267	0.08649576494993466	2020.1156900274	9.587964524371799	338.47235732318165	133.71851205844496	5.391119017968253	0.29843284767833334	0.18531885442685064	0.19312085574473167	0.3231274421500843	0.05482537358084664	9.80354913199803E-4	-44741.48180789267	-319.8248731736486
175000	-45083.40845483926	-349.903507999132	-44733.50494684013	0.08726486232646363	2020.1149209300233	9.582317862606978	295.201757780405	129.62071016522003	5.724129592765007	0.2956067031657852	0.1862299040127653	0.19596328447277042	0.32220010834867907	0.05815624749752983	0.0010602496891580868	-44733.50494684013	-315.54635885910506
180000	-45085.106174531975	-353.523513758466	-44731.58266077351	0.08578854596418604	2020.1163972463858	9.789853971376182	312.61908482837	128.91197027642548	6.145313305254474	0.2977914239541886	0.18474717045641165	0.193833735827295	0.3236276697621047	0.01630928563151337	0.001007372669797527	-44731.58266077351	-323.21659677716116
185000	-45089.56234922114	-368.13432624956437	-44721.42802297157	0.08643780810505705	2020.1157479842448	9.92500379542182	441.2426601882691	135.1680427384822	5.824571630122884	0.2993159137013422	0.18024471892788596	0.1949666036454616	0.3254727637253102	0.049591704114111734	0.0010208636925186044	-44721.42802297157	-335.8571758891184
190000	-45072.44079075445	-366.94450150680916	-44705.49628924764	0.0910294072800964	2020.1111563850698	9.948636151902626	409.0293121491012	132.45788227512685	6.427547531245172	0.2987236376481229	0.18328473255150105	0.1923938203802535	0.32559780942012245	0.06792202059324565	0.0010562821942038873	-44705.49628924764	-332.04127149337364
195000	-45066.647053505076	-366.53820007286663	-44700.10885343221	0.0830740626151193	2020.1191117297346	10.041093193763677	308.64387469406137	125.17889761757753	7.028965102133854	0.29628126530878646	0.18086881485124526	0.1961666988234699	0.3266832210164983	0.03983862389522022	9.972831533967587E-4	-44700.10885343221	-337.0379867048023
200000	-45056.90995889925	-376.25468149048277	-44680.65527740876	0.08397301966507179	2020.1182127726847	10.287358813989488	441.7291432127893	132.99057655566222	6.690219788661406	0.2968203740677739	0.18337905298386947	0.19639437921351327	0.32340619373484325	0.040270675905282625	0.0010956465449741613	-44680.65527740876	-338.0549864367419
205000	-45032.762758827346	-373.2187401205106	-44659.54401870684	0.0842950144331795	2020.1178907779167	10.305985391854009	446.3463484754931	130.66971731472378	4.88146503063708	0.29563407237460654	0.1853631643599315	0.19370332991978975	0.32529943334567213	0.038790884640606746	0.0010409699706651863	-44659.54401870684	-339.99381664737416
210000	-45032.30311522813	-364.9292478223457	-44667.37386740579	0.08710176411210996	2020.1150840282378	10.31526492870257	490.8208462795182	134.73230025180789	7.821792907862464	0.29420916825005156	0.18436033358218545	0.1969995997624405	0.3244308984053224	0.019422680935153116	0.0010295411309340853	-44667.37386740579	-331.46461257920583
215000	-44991.827372623644	-350.8997084399061	-44640.927664183735	0.08910508070098823	2020.1130807116488	10.566706267925648	876.2054548054643	145.03858975206776	5.9022910285199215	0.2969550703150936	0.18393995467322177	0.19719889782598382	0.32190607718570075	0.006030111089221481	9.735444221991917E-4	-44640.927664183735	-320.505822355871
220000	-45019.272648556325	-363.80772577105756	-44655.464922785264	0.09500208129479537	2020.107183711055	10.96671123616835	773.3992128887623	137.9430839839196	5.889228031871811	0.29357739856509507	0.1856709232513826	0.19681520768529762	0.32393647049822466	0.010135850645419098	9.2667617344325E-4	-44655.464922785264	-337.49408851544547
225000	-45040.9500651584	-386.0078455178765	-44654.94221964053	0.08770139309491796	2020.114484399255	11.157789826731165	786.4472647774815	135.88374719344458	5.609911570817415	0.29478311523299433	0.18458611787686832	0.19394149474756653	0.32668927214257076	0.007672348503675136	9.306487030139289E-4	-44654.94221964053	-359.6317063182321
230000	-45012.43665491812	-372.51294967053923	-44639.92370524758	0.09271704217421668	2020.1094687501757	10.940394427896472	685.6545288539797	135.9383382995985	7.324603001221876	0.29959125107438894	0.182288156828867	0.19404421791386897	0.32407637418287505	0.011748345652289785	9.077604445273474E-4	-44639.92370524758	-347.4769884419074
235000	-45036.886922724625	-391.77215801537983	-44645.114764709244	0.09419725874571376	2020.1079885336042	10.837803481007557	613.9754095902671	133.8029047842619	5.813763357228016	0.2983145141035124	0.18336173417492327	0.19127679678198545	0.3270469549395789	0.033909126122024555	0.0010436333463749003	-44645.114764709244	-357.4133469443158
240000	-45039.46435191148	-381.3591501004827	-44658.105201811	0.0903891769265205	2020.1117966154234	10.900273195666156	660.6480104395258	134.6490786772556	5.373203936916259	0.3024328491803943	0.1838242566468888	0.19332744601441545	0.3204154481583014	0.04771018318969026	8.903108099607543E-4	-44658.105201811	-358.04271092149094
245000	-45056.73762633118	-413.3155100239612	-44643.42211630722	0.0898603449882378	2020.1123254473616	10.703229867428218	568.944876689656	131.0908335893858	6.41783757280602	0.29899501371586434	0.1845348653714393	0.19131700756410072	0.32515311334859565	0.06445822209386866	9.501298455054539E-4	-44643.42211630722	-386.0738960972772
250000	-45023.73336996436	-396.9128362903005	-44626.82053367406	0.09408967644881897	2020.108096115901	11.193763548870173	564.9654544714139	130.20827393753285	6.564973621308101	0.2976088400591742	0.18519334044113422	0.19500542643432486	0.3221923930653668	0.0838444551801224	9.059006663073679E-4	-44626.82053367406	-372.7485397587996
255000	-45030.72709529924	-411.62967002377286	-44619.09742527547	0.0901205064077375	2020.1120652859422	11.279871986137609	499.4219724541776	124.58058948353951	5.243170622493205	0.3016433428603288	0.18311261869144713	0.19133881895119506	0.3239052194970291	0.046548454850040354	8.568123890477086E-4	-44619.09742527547	-391.65337412950953
260000	-45021.60113438846	-404.52589522874086	-44617.07523915972	0.09209326274794466	2020.1100925296018	11.485683100877338	574.7299576041983	128.33482615376874	6.041736758494746	0.30047710485475737	0.1852576076219404	0.1929283672772664	0.32133692024603594	0.050457203508215594	8.569290497372129E-4	-44617.07523915972	-383.8448064812074
265000	-45012.309020929286	-413.3652665589238	-44598.94375437036	0.09005425287324201	2020.1121315394766	11.67847434057907	640.7229319623119	128.54327930071653	5.3896453450138875	0.2973944422926064	0.17907296990940794	0.19373215998459944	0.32980042781338637	0.022242294479229124	9.367863610931622E-4	-44598.94375437036	-387.4446413274555
270000	-45039.5144901565	-435.518318890403	-44603.996171266095	0.09593676201292642	2020.1062490303368	12.095346575694784	615.829520740465	125.33353063126245	6.12783802201974	0.2983937400100995	0.1800528288049843	0.19441066342365998	0.32714276776125634	0.029127192958873428	8.585213554287816E-4	-44603.996171266095	-414.8922854717063
275000	-45020.99968847446	-447.32376093306453	-44573.67592754139	0.09097277959913956	2020.1112130127508	12.413149732958793	1522.8436756417545	137.16237474908942	6.371889344785004	0.2986400031891524	0.18472015423365695	0.1914070386638732	0.3252328039133176	0.02910211318078001	8.484847276564281E-4	-44573.67592754139	-425.04762416311024
280000	-45015.77606487722	-450.7956163950396	-44564.98044848218	0.09928353789624496	2020.1029022544535	12.324653492489363	1278.8389943648444	134.1538026935206	6.849856145206095	0.2968145220884697	0.18270630221274417	0.19591411258479702	0.32456506311398925	0.023826394728084434	9.253198218476639E-4	-44564.98044848218	-423.89096761872463
285000	-44980.008394420336	-426.8956834342566	-44553.11271098608	0.08898385233230574	2020.1132019400175	12.242322504200477	1025.0512540114594	133.5547525551961	5.3810426299977445	0.3002057170067533	0.18220375627887792	0.1938768938651526	0.32371363284921645	0.020111673440639466	8.905657734537682E-4	-44553.11271098608	-403.0769576430444
290000	-44966.49926364779	-411.5041097873997	-44554.99515386039	0.08755303020568847	2020.114632762144	12.346409223400425	1659.131174508524	141.63539656321538	5.508766928843926	0.296182109133571	0.18437556890680176	0.19571706882254156	0.3237252531370859	0.005364347360069085	8.635699794641589E-4	-44554.99515386039	-388.08606031981344
295000	-44957.639385842616	-402.96649932046887	-44554.672886522145	0.08277171049762753	2020.1194140818523	12.242319264322346	1924.2812214828698	144.40609359443363	5.594288264565064	0.29607993570398045	0.1852484707296085	0.1936962338462905	0.3249753597201207	0.01304464222561085	8.397238785182584E-4	-44554.672886522145	-380.53282206635987
300000	-44940.21757339806	-420.1049597746158	-44520.112613623445	0.08254226663724576	2020.1196435257125	12.381348307335905	2241.2817656685215	144.20898598447732	5.226733872190851	0.29702307680185663	0.18498712947645804	0.1943977719116656	0.3235920218100199	0.017623421321801884	8.60769241486945E-4	-44520.112613623445	-396.26658153194626
305000	-44939.21994582006	-406.14044820677077	-44533.07949761329	0.08411853788166357	2020.118067254468	12.434381301315868	2719.676669003367	149.9859725640461	6.700620706480261	0.291319918364054	0.1856375847977033	0.1960295482897384	0.3270129485485045	0.01885970842450893	8.181469573929948E-4	-44533.07949761329	-383.7179313425865
310000	-44960.189662009885	-433.47048356147246	-44526.71917844841	0.09080643905058192	2020.1113793532993	12.686575896924742	2378.1027006643003	146.02682388066364	6.252268471732649	0.30023425947772464	0.1831232617342941	0.19538421936985714	0.3212582594181243	0.04348883235772694	9.141832491046612E-4	-44526.71917844841	-405.59202773497884
315000	-44925.60214376889	-413.5387150035763	-44512.063428765316	0.08892078547503834	2020.1132650068748	12.664232461525616	2513.1789006610243	147.38032741464534	5.919035740201494	0.3006371810932723	0.18197874318471172	0.19478205373460475	0.32260202198741145	0.07074723558598688	8.506762226492347E-4	-44512.063428765316	-389.6134458844033
320000	-44936.262415347956	-428.74916466846344	-44507.51325067949	0.08558875155533696	2020.1165970407944	12.768735948017287	2408.1380398243437	145.3040475835024	5.285273230434134	0.2992064961406888	0.18179085935690117	0.19391309582990676	0.3250895486725035	0.036174492208743365	8.736200477795821E-4	-44507.51325067949	-403.85354317233845
325000	-44908.62633362899	-417.1078169538148	-44491.518516675176	0.0856184221877135	2020.116567370162	12.960906422032064	3126.8194021123372	147.71478064208668	6.570768616450764	0.2987048254765931	0.18360860676804164	0.1939235877567849	0.32376297999858056	0.026289546821876317	8.243221049368856E-4	-44491.518516675176	-394.32115142832197
330000	-44918.84530609524	-416.8213338373458	-44502.02397225789	0.08594690355425541	2020.1162388887956	13.205685666106795	3022.90725399534	145.61552291071158	5.427210216962068	0.29626473322133134	0.1817661925686522	0.19813668158743566	0.323832392622581	0.03553993123107957	8.151362093140253E-4	-44502.02397225789	-395.04350009388827
335000	-44933.259090798405	-417.81214571440097	-44515.446945084004	0.08669683883091017	2020.115488953519	13.098356216891935	3769.6274223032356	150.8586666846473	7.53274623844394	0.2990059465797362	0.18073717449606266	0.19435990859031516	0.32589697033388615	0.061005199623222726	7.291358800461217E-4	-44515.446945084004	-398.93095058245774
340000	-44936.82280652362	-438.8566295517859	-44497.96617697183	0.08777210390963491	2020.1144136884402	13.417984303765648	3682.4174647641958	146.62599029373635	4.914598196285015	0.3002333388608336	0.17779770994897845	0.19803765163005596	0.32393129956013217	0.026578280537779286	7.916703928499162E-4	-44497.96617697183	-418.1345157700172
345000	-44927.75695849866	-437.8125482300082	-44489.944410268654	0.0895363201941469	2020.1126494721557	13.827883280693912	3405.122999987266	144.58597683380162	6.100307717810208	0.29821400044182583	0.1821725989288424	0.1940185105624195	0.3255948900669124	0.009889514918819701	7.690785627678411E-4	-44489.944410268654	-418.2336744463637
350000	-44947.01896347053	-452.64340062797964	-44494.37556284255	0.09466634305374035	2020.1075194492962	13.730890275900213	2898.7325419829813	139.9420558499297	5.453016257948522	0.295787271892574	0.18178679398735872	0.19304546906950854	0.3293804650505589	0.011193866160988289	7.114803959340087E-4	-44494.37556284255	-436.30814468076466
355000	-44946.57258323516	-464.62766979162507	-44481.944913443534	0.09681871618862795	2020.1053670761612	14.213726119038954	3721.9460136024895	140.28940468123196	6.116964821612956	0.2964450883781387	0.18242398390187403	0.19539969720231884	0.3257312305176685	0.005100157669898752	7.713270977302297E-4	-44481.944913443534	-445.14923048671096
360000	-44951.1570981603	-468.8074768566474	-44482.349621303656	0.0949202779221136	2020.1072655144278	14.15431766516881	3087.97695436302	136.29510582036636	6.891373269372692	0.2975713436049557	0.18652444407794083	0.19530736632479193	0.3205968459923117	0.012166068988514233	7.445003444532536E-4	-44482.349621303656	-450.9710539229441
365000	-44946.877310766635	-468.62883520841905	-44478.24847555822	0.09697428780526292	2020.1052115045445	14.164942608038617	2910.410266343493	136.69477278714268	6.301488868885461	0.29826484956178917	0.18197474116912143	0.19423368166828578	0.32552672760080376	0.07618267442726666	7.998910022864645E-4	-44478.24847555822	-448.14494595176996
370000	-44938.87540146272	-461.7670569358667	-44477.10834452685	0.09500225215322775	2020.1071835401965	13.995710069457617	2471.7101681866366	135.42321783929364	5.564019209769135	0.2945501455420878	0.18764604193134565	0.1933259622480337	0.324477850278533	0.030677875032443586	7.054843014839039E-4	-44477.10834452685	-446.1708907812635
375000	-44943.520918775146	-466.3104406033739	-44477.21047817177	0.09456589048095587	2020.107619901869	14.102510348822202	3575.958417993777	139.53051039473996	5.805943461630883	0.29792564399407034	0.17598589325428876	0.19361557698148962	0.33247288577015144	0.0459521091546764	7.435441678791081E-4	-44477.21047817177	-448.23812454991867
380000	-44900.641105342744	-459.08023765765154	-44441.56086768509	0.09919624617771827	2020.102989546172	14.342372566631882	3491.9310001788863	138.92721147192458	5.86567024953243	0.2968912396456308	0.17583019550650741	0.20007789050608177	0.3272006743417802	0.03230445013748018	7.586134472234311E-4	-44441.56086768509	-440.4221590999614
385000	-44895.382849900365	-447.6701971578438	-44447.71265274252	0.09571286028493634	2020.106472932065	14.05810379215623	2801.8128602018655	138.63316115147217	6.102058952926401	0.2956915227826699	0.18312050844930125	0.19535549282680484	0.3258324759412241	0.05182776238878149	7.717484268969292E-4	-44447.71265274252	-428.63873152884196
390000	-44923.59843246088	-465.97089996919607	-44457.627532491686	0.09616893927287774	2020.1060168530769	14.64096605747023	2579.481987670583	131.9141652163263	7.405974084702974	0.2972815423774254	0.18144689237881195	0.1956052488461103	0.3256663163976525	0.03108466474439965	7.729250405527331E-4	-44457.627532491686	-447.26351034685007
395000	-44927.26140329512	-477.5724050803038	-44449.68899821481	0.09704775637658049	2020.1051380359734	15.14355632840078	3491.3648437155057	133.21379369785294	6.7502805444968095	0.2939892409127604	0.1847980216675523	0.19755055177100964	0.3236621856486779	0.06524250195795471	7.64639499316358E-4	-44449.68899821481	-458.7935623156769
400000	-44907.557727538326	-469.21578276457967	-44438.34194477375	0.09899366114870525	2020.1031921312012	14.497513945107713	2836.424649380115	134.99923263343538	5.898845062018702	0.2974184396712249	0.18654446016545012	0.19337745734051612	0.3226596428228092	0.0465945316336207	7.762901656898858E-4	-44438.34194477375	-450.2864201395776
405000	-44907.367304342384	-474.42588788202306	-44432.94141646036	0.10215086714346314	2020.1000349252063	14.625041699031133	3609.252252517332	135.5312267662977	5.544064151134027	0.29960388367410973	0.18150477198523374	0.1935621584797786	0.3253291858608782	0.02179418286797311	6.633054996501541E-4	-44432.94141646036	-459.5369965086972
410000	-44894.806613342436	-466.48235032924845	-44428.324263013186	0.10003120143121139	2020.1021545909186	14.538567214116863	3446.079916931537	137.64823864317162	8.070615816593346	0.2968512843824878	0.1850746323787065	0.19349919141047808	0.3245748918283279	0.02654546799218807	7.366875733266898E-4	-44428.324263013186	-448.42302506862666
415000	-44884.60749044035	-470.31210858374834	-44414.2953818566	0.09474840130702857	2020.1074373910428	14.706152230679944	3372.173982212651	134.24095721158687	4.601165419175176	0.2971051025819471	0.18215092589495047	0.19570362638204153	0.3250403451410611	0.033675099677043414	6.93228705757476E-4	-44414.2953818566	-455.0163011495105
420000	-44869.94752074434	-471.1251356152967	-44398.822385129046	0.10116749267067007	2020.1010182996793	14.77777505967325	4495.4104899126505	140.23475863447624	6.42971625214984	0.2921499948240693	0.18334961390140556	0.19658010949590593	0.3279202817786195	0.0572710742810924	6.900768828250597E-4	-44398.822385129046	-454.49502732193645
425000	-44859.505976252105	-474.2870689924988	-44385.21890725961	0.09096471638243508	2020.1112210759675	14.799261911094401	4620.788232435617	140.0132981790973	4.917463947467972	0.2954666460595281	0.17990283457737627	0.20096436677877072	0.32366615258432513	0.06288940674881867	7.476234562549667E-4	-44385.21890725961	-455.8114720521287
430000	-44865.223737882996	-480.45568977246757	-44384.76804811053	0.0983205230771094	2020.1038652692728	14.782003993490985	4856.765375636873	141.68680372932656	5.540100508881508	0.2991413995030861	0.18327162445861644	0.19567501669631976	0.3219119593419779	0.052141451170343835	7.383268873321211E-4	-44384.76804811053	-462.0299139139818
435000	-44887.080075095204	-500.0123245102808	-44387.06775058492	0.10587955983876361	2020.096306232511	14.652626990982428	3556.182086632864	135.0984273930361	5.03580437521726	0.29518954525973323	0.18513438854467174	0.19312617547233205	0.3265498907232632	0.035639949486230164	7.931412885098413E-4	-44387.06775058492	-480.12076802926134
440000	-44846.47617739292	-471.42586657810745	-44375.05031081481	0.1022813451096358	2020.0999044472403	14.778769486732914	3590.5137437476396	134.89753623973067	5.466244537883591	0.29607241423414965	0.18453376775088967	0.19355890155947209	0.3258349164554888	0.021368688718744536	7.407945821817266E-4	-44375.05031081481	-453.9663762591098
