# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sat Aug 01 17:57:47 PDT 2020 [seed=1596329862853]
# -overwrite ncov-wa-clade.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	coalescent
13835000	-44146.63439631277	-455.01545958589236	-43691.61893672688	0.11732408653945442	2020.0848617058105	10.255817900209939	48.33206976860307	80.55857389357901	4.560806827516267	0.29683606957937547	0.18464387788523984	0.19396443697173013	0.3245556155636538	0.6338456180093606	8.14948906892378E-4	-43691.61893672688	-442.69536404207037
13840000	-44132.9285566047	-438.45904381371383	-43694.46951279098	0.1073793533455241	2020.0948064390043	9.987655451280974	52.39136306529546	83.1874504338552	4.788289214116496	0.3046244976180864	0.18103846166701024	0.19115837385878084	0.3231786668561219	0.5994905799371663	7.409287019673059E-4	-43694.46951279098	-429.5759621507846
13845000	-44127.62495298887	-423.86518229508937	-43703.759770693774	0.10499815415591483	2020.0971876381939	9.690994038919431	38.25029034067405	78.3999730140226	4.319602846883315	0.29622248551749414	0.18236685430983532	0.19460145222487016	0.3268092079477997	0.6920108828041202	8.259219301715112E-4	-43703.759770693774	-411.29870057580086
13850000	-44140.190550450825	-445.9530283517889	-43694.237522099036	0.10491633686577401	2020.0972694554841	10.217967328387958	52.468644012691854	82.85267230432227	4.700984587805314	0.2956427905336288	0.1806851543326375	0.19610879572794915	0.32756325940578396	0.25490166153137983	7.694971496861092E-4	-43694.237522099036	-436.4901026690447
13855000	-44123.21391260271	-441.88366769561554	-43681.3302449071	0.11715171563817586	2020.0850340767117	10.319052423695506	66.36810442681036	85.93167076319223	5.356986086643795	0.2973992037790418	0.1841217846381897	0.1922742961249337	0.32620471545783414	1.1022874645845457	7.891949180279058E-4	-43681.3302449071	-429.05794513541764
13860000	-44138.00455213609	-448.4682176229181	-43689.53633451317	0.11508977651157817	2020.0870960158384	10.364415136311138	46.385385750741044	77.44230370766903	4.518365797114311	0.2981598064018788	0.1841217846381897	0.1991857417766934	0.3185326671832374	1.3866012115842912	7.693112102234307E-4	-43689.53633451317	-437.29565176817897
13865000	-44148.445107576576	-458.7695305582069	-43689.675577018366	0.11211583878755144	2020.0900699535623	10.628116644314218	60.59027221496541	81.63473681989723	5.2623465113982935	0.2947674259871136	0.18459042356759703	0.19522511826213024	0.3254170321831585	0.9234809353494307	7.879428825327352E-4	-43689.675577018366	-446.7824697968734
13870000	-44173.08604701143	-477.3507631781489	-43695.73528383328	0.11225466584120973	2020.0899311265086	10.748456958160135	42.279013164415815	72.50179136070491	5.124786532826698	0.2964173977576868	0.1807047693011642	0.198394419293845	0.3244834136473034	0.2257070572682873	7.658267189914095E-4	-43695.73528383328	-468.9073282687998
13875000	-44167.071887463266	-469.11449605442357	-43697.95739140884	0.11286808052419947	2020.0893177118257	10.871518420422134	41.954702785258995	73.54275421674525	5.3981259951885665	0.29583487463870445	0.18403075223854756	0.19696292263812792	0.32317145048461937	0.09837854438915693	6.80178035428518E-4	-43697.95739140884	-464.1436720893041
13880000	-44176.73962406103	-484.20921942628826	-43692.530404634745	0.11390760964930007	2020.0882781827006	10.901019843626356	48.84386777930052	76.25739411968716	4.07354922793983	0.2942815203248337	0.1847251171427617	0.19766371462555604	0.32332964790684793	0.21579246789414708	7.268542294417221E-4	-43692.530404634745	-477.4116353589489
13885000	-44176.58599232636	-482.21411339071363	-43694.37187893565	0.10478559345265909	2020.0974001988973	10.921079246644918	68.78023132339209	82.43424421480883	4.988137351749515	0.2946037008337916	0.18412429834679914	0.1993367264972606	0.32193527432214813	2.0173380718227905	7.591661637416585E-4	-43694.37187893565	-469.324804855033
13890000	-44174.64821205674	-492.31315798950294	-43682.33505406723	0.1034890065453624	2020.0986967858046	11.409172064576202	72.03042214072619	79.80562668531549	4.146519014151802	0.3011527838063342	0.1825665935258617	0.19449134016390118	0.3217892825039024	0.12742809194916713	6.841539362107953E-4	-43682.33505406723	-486.4677827577818
13895000	-44187.15172274603	-493.243057483751	-43693.90866526228	0.10477430863390216	2020.0974114837159	11.076018665802065	55.8793796372475	77.98573769513037	5.760043736984862	0.29661158770887497	0.1839832361036485	0.19110379578250405	0.32830138040497187	0.06489344736677523	7.804126655737215E-4	-43693.90866526228	-483.55705001107253
13900000	-44168.57963872926	-478.08050553542506	-43690.49913319383	0.10790368746976431	2020.09428210488	10.929066626589487	45.6713427897406	73.44285985762166	5.344434753110609	0.29298521342173467	0.18454835839803502	0.19586370730205196	0.3266027208781778	0.43397000877809194	7.297450500925096E-4	-43690.49913319383	-470.61600465552993
13905000	-44173.00439946211	-499.83127939490424	-43673.17312006721	0.12922219613633892	2020.0729635962134	11.54548884807913	67.47287887266994	76.91534046124768	4.886984209764748	0.2949177255982686	0.1798906795493045	0.19264646197461388	0.33254513287781234	0.48119775333319187	7.315995013974938E-4	-43673.17312006721	-491.6250113338346
13910000	-44197.30002502051	-510.36230848743173	-43686.93771653307	0.10945082562889526	2020.0927349667209	11.730835081746585	52.03754053184795	72.14912692260661	6.491154968862454	0.29983076322568125	0.18119179528242052	0.19234990666116628	0.32662753483073126	0.514815601879672	6.672603733656328E-4	-43686.93771653307	-504.4469364476839
13915000	-44203.40426228328	-521.274277988404	-43682.12998429487	0.12670440682260503	2020.0754813855272	11.502321726716838	57.31692992116428	75.5635037102178	7.138138514127155	0.2973018912840827	0.1810065766899952	0.2001556181441997	0.3215359138817217	0.2558648145973312	7.900200535997182E-4	-43682.12998429487	-510.4957911822971
13920000	-44217.377310887	-513.2033295611867	-43704.17398132582	0.10921458716503997	2020.0929712051848	11.449288116318058	47.05894626364579	69.77579441894957	4.894933680491736	0.29682835920145795	0.1830011157756795	0.19763743807068013	0.32253308695218175	0.4121537544324216	6.788960175373822E-4	-43704.17398132582	-507.8563932598492
13925000	-44214.57165878069	-522.4041003756664	-43692.167558405024	0.13017033543757495	2020.0720154569124	11.746162116639608	41.749245875122156	67.75157240702679	4.631136337103481	0.2927135987156046	0.18397412069091879	0.19995315917462633	0.3233591214188496	0.13221980797903465	7.219318588475082E-4	-43692.167558405024	-516.4921810801629
13930000	-44205.13447479095	-503.50060062568275	-43701.63387416527	0.12306467164979273	2020.0791211207	11.533226080054266	48.020312830276744	69.44207005365283	4.883658049042129	0.29947991442433214	0.17899694450287035	0.1978578655240723	0.3236652755487245	0.02224902356587527	6.504188554509741E-4	-43701.63387416527	-499.6270912267926
13935000	-44218.62006841059	-521.6716225365151	-43696.94844587408	0.11262426762620044	2020.0895615247236	11.568304400143509	47.76567957975519	70.84083326106571	6.5489390119833555	0.2934312397925065	0.18123857611445	0.1954659016842686	0.32986428240877413	1.3181965631494965	7.390455601708906E-4	-43696.94844587408	-511.8418070208688
13940000	-44217.28201564366	-527.8193837956103	-43689.462631848044	0.12282473167631185	2020.0793610606736	11.80783766762357	49.42692637697319	69.79032480193462	5.025307802347551	0.29640911514416957	0.18649991851578634	0.19446322282372147	0.32262774351632184	0.022447371018468058	6.510931931125499E-4	-43689.462631848044	-523.8364876045846
13945000	-44180.90699097691	-504.32772859493184	-43676.57926238198	0.11147747219716671	2020.0907083201528	11.216228330164745	49.43633816346312	74.09250981212574	5.002561735250291	0.29920846157507763	0.18379204295784257	0.19209741072868855	0.32490208473839044	0.2621873221638114	7.139929810661923E-4	-43676.57926238198	-497.77885858427624
13950000	-44173.89559394236	-487.92446186059186	-43685.971132081766	0.12066949582596981	2020.081516296524	11.19141227982826	60.318106985045546	76.28132447055798	5.083690176179557	0.3007192724039439	0.18387170382354578	0.19456808278244103	0.3208409409900684	0.33306005428947355	7.435336599791641E-4	-43685.971132081766	-479.6326274840685
13955000	-44176.98461549968	-494.0590731444338	-43682.925542355246	0.112715130474674	2020.089470661875	10.739060169085887	37.37296379011394	70.17119696119269	6.2808521521381335	0.2948813801615615	0.18691191056515885	0.19503822748312583	0.32316848179015295	0.5827293341754358	7.715686917118665E-4	-43682.925542355246	-484.61052498262
13960000	-44161.42547651662	-467.3663943832371	-43694.05908213338	0.11268231967361088	2020.0895034726761	10.507286936459074	29.947114398169575	67.12650724861571	5.63748967471293	0.29399849462755084	0.18276881493384628	0.1975565904340378	0.32567610000456415	0.11124684365530285	6.975521367675403E-4	-43694.05908213338	-462.5459696155544
13965000	-44140.27739322434	-453.65273868983456	-43686.624654534506	0.13706311820187073	2020.065122674148	10.0727028826882	20.511085791316322	61.4331685483894	4.888839286500198	0.29404641202482484	0.18430576776060503	0.19853699944096465	0.32311082077360453	0.21890360281977359	8.249308038530423E-4	-43686.624654534506	-443.6422713073853
13970000	-44133.47462823961	-440.7892281735773	-43692.68540006603	0.09939888135194397	2020.1027869109978	9.78440365782997	33.47428246284346	72.21249362232815	6.371309924383333	0.297861142669176	0.1825826683269394	0.1936275055093358	0.3259286834945479	0.6054636545226235	8.150227343330916E-4	-43692.68540006603	-428.9995873176067
13975000	-44119.094842557155	-440.8744045479082	-43678.220438009244	0.10082013495775932	2020.101365657392	9.732857818865773	25.917582711967345	69.35937319464234	4.631423178293053	0.29583258181519223	0.18272551603787338	0.19562475054913683	0.3258171515977967	0.5230049730513766	8.10264675612252E-4	-43678.220438009244	-430.4497103365694
13980000	-44132.16749240771	-440.8663732717361	-43691.30111913597	0.10851931881706887	2020.0936664735327	9.794378194284239	23.52269463107075	68.772458007112	5.239440586176022	0.30114472232607464	0.17973945443291334	0.193065337973796	0.32605048526721514	0.2221694507604131	7.622622392431304E-4	-43691.30111913597	-433.49598554752856
13985000	-44124.61917126356	-438.15055993036447	-43686.4686113332	0.11734312589660317	2020.0848426664531	9.843472782824426	33.482803618682134	74.40415852329231	4.633716791874285	0.2975911839409813	0.18751680321020386	0.19575725250507214	0.3191347603437418	0.15407033271699855	8.180073346263183E-4	-43686.4686113332	-427.4252977542889
13990000	-44116.721820877894	-419.2724491259375	-43697.44937175196	0.10411514270850265	2020.0980706496414	9.718572331461685	44.844569566056414	81.69627442674623	4.955881699021769	0.30039092363104963	0.18308445109570773	0.192906245313398	0.32361837995984366	0.47468402758171074	7.463617435998534E-4	-43697.44937175196	-410.6423106753094
13995000	-44098.08630549602	-408.4790916321352	-43689.607213863885	0.10303378549170863	2020.099152006858	9.644281372614522	39.42078594353302	80.89492436780536	4.662487064598792	0.2959026332773903	0.18237908279593062	0.1943286844890039	0.3273895994376742	0.6654046519184745	8.36576914565626E-4	-43689.607213863885	-395.04936412171526
14000000	-44095.78546714205	-404.4605996463069	-43691.32486749574	0.11643558033271618	2020.085750212017	9.538704974053562	42.371142917843486	80.86504622804281	6.092287774532203	0.3001437091738956	0.18186031310925432	0.19533809403352875	0.3226578836833204	0.09824170420063986	7.961865731066415E-4	-43691.32486749574	-393.9695013503272
14005000	-44091.71390725954	-394.61390216826123	-43697.10000509128	0.10935114829797558	2020.092834644052	9.425433389118508	38.3479449700122	80.5126430487031	4.505275285200597	0.2949782378455453	0.1840394876481868	0.1991350241671956	0.32184725033907136	0.8810242841491246	8.360629633965878E-4	-43697.10000509128	-380.88703640448534
14010000	-44071.875123310114	-380.61033764694616	-43691.26478566317	0.09873414513663192	2020.1034516472132	9.311132851020837	48.504382887321384	90.40915729330445	4.571600381169382	0.2973113754675953	0.17835319758182533	0.1963571564875153	0.3279782704630631	0.44840013554892905	8.866228724205469E-4	-43691.26478566317	-363.6451629102631
14015000	-44059.19243646836	-370.98017481059276	-43688.21226165777	0.09086405841558051	2020.1113217339343	9.110736117059954	46.80256999787826	87.8717608894798	5.074876331665203	0.2955602824329259	0.1848010783348556	0.1923689194265733	0.3272697198056441	0.21926841433413602	8.443472306657382E-4	-43688.21226165777	-357.2008196329621
14020000	-44069.69029763773	-372.20131431041096	-43697.48898332732	0.0896866274772589	2020.1124991648726	8.943452888103028	56.86422663002032	93.15035045129689	4.926121092196851	0.29602040864759105	0.1848010783348556	0.19588115352548413	0.32329735949206817	1.3159173302294358	8.357798800927787E-4	-43697.48898332732	-356.18568876109623
14025000	-44072.122882065225	-373.0268374122821	-43699.09604465294	0.10609367430408441	2020.0960921180458	9.0446871806036	54.63220036640737	91.59333048675325	4.471403087028054	0.29455827719307104	0.18193582747624298	0.19683163393860567	0.3266742613920792	0.6121432480849359	7.472519099343206E-4	-43699.09604465294	-363.3290997031613
14030000	-44071.82423708542	-379.59774613261385	-43692.22649095281	0.09594595251120719	2020.1062398398387	9.141926637924108	74.10700946286839	99.33286393227013	5.2039068589886295	0.2977647052416674	0.17975272416257126	0.19313971318662965	0.32934285740913055	0.5392977242707521	8.103324493949298E-4	-43692.22649095281	-365.7574438415331
14035000	-44094.30205275423	-393.2277403541059	-43701.074312400124	0.09020905277877558	2020.111976739571	9.284937049670468	46.67178315565078	84.90100000061625	3.9570489653596246	0.3016934477803832	0.1819206565425787	0.19566390064811826	0.32072199502891874	1.0515236973459703	8.314787787938132E-4	-43701.074312400124	-379.07380834357696
14040000	-44089.803203008654	-386.7663318141741	-43703.03687119448	0.098632232641668	2020.1035535597082	9.254200630805851	43.29128879954593	85.91227174325509	5.094414430043368	0.2984867919506066	0.1806899529317066	0.19573891445194624	0.32508434066573944	0.2018936202334897	9.012535291145819E-4	-43703.03687119448	-369.61621017240265
14045000	-44087.486184931324	-385.9934280115921	-43701.49275691973	0.09777587632507875	2020.1044099160247	9.228008226346354	44.69511651257973	86.20393108603864	6.334295519471015	0.2892754460313239	0.1850920419413312	0.19817905194512422	0.3274534600822196	0.13457756085831823	8.245010684302097E-4	-43701.49275691973	-373.39284977846256
14050000	-44103.08583042301	-395.4328971825963	-43707.65293324042	0.10443431631339681	2020.0977514760364	9.361866087303827	39.2435157930055	84.50600979853705	5.00233153993297	0.2990318782410779	0.1811620520699604	0.1979398334411131	0.3218662362478475	0.09145685017274728	8.593835331814618E-4	-43707.65293324042	-381.4458104579778
14055000	-44105.782511099365	-415.21706904641786	-43690.565442052946	0.10913810622331446	2020.0930476861265	9.611121672203629	34.932528217213545	76.06756270205567	5.377700662183573	0.29623843980147196	0.18695324315339068	0.196400096650786	0.3204082203943502	0.05047983981395218	8.061328249830797E-4	-43690.565442052946	-405.00179657892875
14060000	-44102.397496409016	-409.60891318279585	-43692.78858322622	0.10216047516836176	2020.1000253171815	9.55915537024666	33.59056164757777	77.22235324222275	4.709244899577793	0.2948483672158031	0.18479198801711227	0.19806712009584554	0.322292524671238	0.16723560695570946	8.350586861673218E-4	-43692.78858322622	-397.67567080792736
14065000	-44124.02819110635	-431.4931270264161	-43692.53506407994	0.10519080225367768	2020.0969949900962	9.738600262107253	33.782841177637785	75.09586769603196	5.327209037292237	0.29960682817622764	0.18428267029021828	0.19397215642938184	0.32213834510417116	0.02684822958297246	8.957800348453195E-4	-43692.53506407994	-415.97683999374607
14070000	-44105.10142204136	-419.10789657206783	-43685.9935254693	0.11501761587802811	2020.0871681764718	9.499298176188354	29.028479196238035	72.10776004502775	4.862673584797796	0.29690840130582874	0.18042513822469383	0.1973668693698335	0.32529959109964285	0.15168506502315443	8.226178900162732E-4	-43685.9935254693	-408.3685665447908
14075000	-44117.16776033991	-420.3217526291719	-43696.84600771074	0.10461714822864217	2020.097568644121	9.359361231305947	32.66270295721668	75.66281036564952	5.377382466095567	0.2986117418913405	0.180805169820886	0.2001300726301038	0.3204530156576686	0.12792411514588115	8.422632717783771E-4	-43696.84600771074	-407.9824808141081
14080000	-44106.392606967245	-411.68647257206624	-43694.70613439518	0.12443494712259846	2020.0777508452272	9.280534012339213	21.413733502366746	68.11812944519657	3.8606490292422784	0.2962414725392793	0.1869899177276947	0.19230887700508967	0.32445973272793527	0.20300450842225912	8.62490340514327E-4	-43694.70613439518	-399.3465784819961
14085000	-44114.70133432711	-418.4931987805738	-43696.208135546534	0.11268256618979786	2020.08950322616	9.400043727920247	22.19768312593864	68.00304538886343	6.194254103962988	0.2955584454906489	0.18379167906495902	0.19629813007226363	0.32435174537212735	0.39120550861341613	7.599402226798534E-4	-43696.208135546534	-410.7599865715375
14090000	-44112.102360750905	-425.60511611630824	-43686.4972446346	0.1305270215721555	2020.0716587707777	9.403522319174078	19.459182026145964	63.92362371239173	4.932949751792297	0.2967861810322648	0.18340312156181207	0.19387530923204008	0.3259353881738819	0.026750339233379394	8.096305944290745E-4	-43686.4972446346	-416.76326921439835
14095000	-44136.27288903088	-440.5443539892028	-43695.72853504168	0.13910138324680624	2020.063084409103	9.593121683467174	14.864756814692786	55.73051454837493	5.923914051633287	0.2948960312442836	0.18263041866370108	0.1950035723154974	0.32746997777651676	0.25631137465745774	7.669278858035579E-4	-43695.72853504168	-433.9199545907323
14100000	-44123.699996159	-424.7620213624282	-43698.93797479657	0.12531421644547586	2020.0768715759043	9.367095239971471	14.656573701601953	57.42941225471082	4.617100990559366	0.2970760443720795	0.18570055721517625	0.1926199772435633	0.3246034211691798	0.42245921535810066	8.122311195696478E-4	-43698.93797479657	-415.73588210997394
14105000	-44129.84497004565	-426.4440603632651	-43703.40090968238	0.12058248315430845	2020.0816033091955	9.425792105590634	14.988757021407231	59.435124153598785	4.436820588682754	0.2961474953851383	0.1827662591923919	0.19748998094295123	0.3235962644795175	0.10199362056397135	8.207119206866384E-4	-43703.40090968238	-417.5099585416357
14110000	-44119.9468343741	-432.09312355156834	-43687.853710822536	0.12863285937940291	2020.0735529329704	9.627619251595071	19.13226893973257	63.32070002974153	4.87583905790843	0.29946372289013773	0.18480545764147857	0.19320747316361064	0.32252334630477203	0.5905386747932715	8.065672563005387E-4	-43687.853710822536	-422.3604679749596
14115000	-44129.35318996325	-437.0274602428476	-43692.3257297204	0.12189998457804657	2020.0802858077718	9.716047728294653	21.004011670680974	62.624166979169544	5.001797037284335	0.29824722215505245	0.18279921360037982	0.19716722411969093	0.3217863401248758	0.20949071359271124	7.988619154538646E-4	-43692.3257297204	-428.36541197144754
14120000	-44118.24957069337	-436.1066353419021	-43682.14293535147	0.11142428080291814	2020.0907615115468	9.721651925569924	22.42051424955108	65.69962343484787	4.7444851683600096	0.2980959346556499	0.18322059038888008	0.19517967238059122	0.32350380257487776	0.3877069140504397	7.670842115548511E-4	-43682.14293535147	-428.54003175146306
14125000	-44104.8998813083	-420.39828964184625	-43684.501591666456	0.10165064647571631	2020.1005351458741	9.190555837449999	21.75147348759553	68.3283357143321	5.557083377824977	0.2996263925535037	0.18567587353272347	0.19452234052531683	0.3201753933884549	0.5104026051494884	8.820152302906972E-4	-43684.501591666456	-405.6810649758597
14130000	-44093.0750018552	-403.4543732676896	-43689.62062858751	0.12386603901169091	2020.078319753338	9.103834227804006	15.20649969352621	60.74411051029163	3.9530596189680267	0.3008071701613815	0.1829881398637166	0.19811452223745715	0.3180901677374437	0.3071091111301913	8.166200390526684E-4	-43689.62062858751	-394.4069393550043
14135000	-44106.428120525154	-431.86233841330176	-43674.56578211185	0.11634379303140378	2020.0858419993185	9.349665635228549	13.882866992418899	56.789503011482985	4.373194145126466	0.2985107607708492	0.18243738501338475	0.1942953319158998	0.3247565222998652	1.7207247755488633	8.36222816929756E-4	-43674.56578211185	-419.0261968039761
14140000	-44108.69090138763	-420.0992938063529	-43688.59160758128	0.1114060587424965	2020.0907797336074	9.25822785640252	17.07275957100412	61.89863657294906	4.77494443024749	0.29518403614034566	0.18263247931089097	0.19600912588464067	0.3261743586641216	0.8525355083909432	8.412169571185095E-4	-43688.59160758128	-408.0906558702273
14145000	-44129.4591352673	-442.63784218264993	-43686.82129308465	0.11899641330645558	2020.0831893790435	9.60110849585977	18.196971033728897	61.41637839831065	6.93659226624952	0.29873512415959197	0.18277459047074834	0.19342414514983963	0.32506614021981894	0.529383990845148	8.688562132645718E-4	-43686.82129308465	-428.969809647769
14150000	-44137.309635681566	-442.70784785115706	-43694.60178783041	0.1294923589862256	2020.0726934333636	9.658550770796737	22.612476860047114	65.32919497530249	4.418473352441169	0.29837090382548825	0.18259758344075075	0.19337856315185104	0.3256529495819089	0.14396006014593124	7.303045170961656E-4	-43694.60178783041	-437.3770807046903
14155000	-44136.87232127033	-453.4053304953482	-43683.466990774985	0.13139804869479751	2020.070787743655	9.766713929682775	15.298024939691718	55.83325886441467	5.667074934972018	0.2989970006328429	0.18118911983813352	0.19194011967258268	0.3278737598564398	0.8122561580866059	8.004927246632354E-4	-43683.466990774985	-443.98035249355024
14160000	-44126.01506343483	-434.55553745581585	-43691.459525979015	0.12830913375208258	2020.0738766585978	9.473332214776127	11.57685654191919	51.04368102030024	3.6818301226294152	0.2939690975916925	0.18432516919038938	0.1975730406141184	0.32413269260379873	0.12940116945233554	7.361996719204891E-4	-43691.459525979015	-430.7115382870922
14165000	-44160.04287088481	-457.12704471663636	-43702.91582616817	0.11652037575687219	2020.085665416593	9.851726524186994	21.451076890091862	64.24354545387668	5.505878301076385	0.2998181565422826	0.1834966397917109	0.19540333892591066	0.3212818647400948	0.3808653362525628	7.177055387666053E-4	-43702.91582616817	-451.6381805418108
14170000	-44141.19086434439	-447.02244510645755	-43694.16841923793	0.12337553945561835	2020.0788102528943	9.77292723718447	18.859406469735074	60.75035505084016	5.220643020029864	0.29932920304360794	0.18334554671755773	0.19460903257747614	0.32271621766135716	0.6509518472280406	7.40078503432965E-4	-43694.16841923793	-440.49555024148526
14175000	-44115.226622356546	-442.3781593413825	-43672.848463015165	0.11367149650089886	2020.0885142958489	9.67087364527868	19.953602217361386	63.31049064865216	6.104886936918074	0.29766604229258825	0.1838215069813168	0.19398284447681913	0.3245296062492747	0.37598144796898236	7.272131486620103E-4	-43672.848463015165	-436.5083129001134
14180000	-44084.1385406404	-420.10839608504625	-43664.030144555356	0.11232666649070319	2020.0898591258592	9.145528214258434	21.326531530186116	67.97258944058461	5.3165700278907195	0.29587862421761607	0.18574259746998556	0.19090485415496486	0.32747392415743226	0.436090703028128	8.684663176450891E-4	-43664.030144555356	-406.51484059731155
14185000	-44113.13947263549	-430.8305777947271	-43682.30889484077	0.11595948832624473	2020.0862263040235	9.566222872204516	25.46518257523882	69.1885753923299	5.018449829139252	0.2985975181625889	0.18280934284422964	0.19697252846135274	0.32162061053182744	1.092311937348687	7.959595186408632E-4	-43682.30889484077	-419.9655258517299
14190000	-44126.952437321874	-438.0884107547481	-43688.86402656713	0.10197954204141371	2020.1002062503085	9.740990571012205	26.723545975283564	68.79276659704018	4.423460158121652	0.2956180906242055	0.1842512342739355	0.19482677104586021	0.32530390405599746	0.7052192038488191	7.777744031909075E-4	-43688.86402656713	-429.0723925356724
14195000	-44128.07834159902	-446.03512009537707	-43682.04322150365	0.11444903595448513	2020.0877367563953	9.655555687227952	29.261073452865077	70.93657599594312	5.251605107351584	0.30275383536620537	0.18363019916020543	0.1937547306034402	0.3198612348701477	0.2099062301407525	8.688120207994834E-4	-43682.04322150365	-432.3413042913999
14200000	-44141.84557962121	-452.78528001010955	-43689.0602996111	0.10297978650850366	2020.0992060058413	9.978074821345302	27.227341407036466	67.50976566402842	4.545120926134624	0.29999602743516196	0.1868234506010689	0.19006992218844113	0.32311059977532675	0.13664961095129433	7.906298504925582E-4	-43689.0602996111	-444.2611405597926
14205000	-44123.926684422935	-442.61712036760974	-43681.30956405532	0.11681851536318387	2020.0853672769867	9.848566182624076	26.284427336392405	67.14795738390396	6.5973545248167165	0.2951490868897764	0.1860900422122294	0.19288870213561052	0.3258721687623823	0.43231589714539725	7.810460479522629E-4	-43681.30956405532	-433.5183233705384
14210000	-44138.3787254239	-445.8467316165363	-43692.531993807366	0.10238754887952052	2020.0997982434703	10.088494925171656	37.76356863747448	74.5856682785272	4.7521316283223065	0.29801646114779706	0.18635192518746366	0.19478908378882415	0.3208425298759137	0.3836456775038789	8.033857999302134E-4	-43692.531993807366	-435.2815893180548
14215000	-44142.132464146984	-468.2548038719797	-43673.87766027501	0.11282802644187238	2020.089357765908	10.243401790031593	43.5756096889827	77.25401722661724	5.435512205288544	0.2958797767122143	0.1840425003870757	0.19891853094709075	0.32115919195361775	0.36042705129677943	7.676391080953241E-4	-43673.87766027501	-459.0487027908075
14220000	-44115.054476725185	-437.7732783227829	-43677.2811984024	0.09860524509553283	2020.1035805472543	10.27545863245803	54.46351520598368	82.2350231824917	5.0520326800684305	0.2987226113436433	0.1817200985593424	0.1941311340309633	0.3254261560660496	0.08719865087817093	7.603159181073352E-4	-43677.2811984024	-428.97869597133473
14225000	-44119.000326920206	-434.14141249466604	-43684.85891442554	0.11971831795379141	2020.082467474396	10.00823026728483	45.77629986921457	80.91892069797487	4.975968049185948	0.300104601566573	0.18169552810263567	0.1959311525935292	0.32226871773726073	0.2839636953091367	8.877351428763616E-4	-43684.85891442554	-418.0052765807472
14230000	-44102.51229183554	-427.31729204265093	-43675.19499979289	0.10338357726090078	2020.0988022150889	9.770890396010602	34.36212788642958	76.55596755450581	4.384619473561101	0.2985759751929187	0.18420846741931973	0.19459622159762974	0.32261933579013025	0.3957943424624859	7.663945907773688E-4	-43675.19499979289	-418.730222884494
14235000	-44130.39891503151	-452.28216408318195	-43678.11675094833	0.1235192878399329	2020.07866650451	10.07153140338239	35.13358882725514	73.19150796588653	4.603184788185214	0.29546710509275176	0.1841791835974577	0.1924261636982288	0.3279275476115602	0.08228067784463106	7.633449181029926E-4	-43678.11675094833	-444.5781803930233
14240000	-44139.078325533694	-456.5231948503328	-43682.55513068336	0.11953100523228886	2020.0826547871175	10.196380561016378	30.515943432256055	69.24356429185148	5.791512148249134	0.2992584888110197	0.18149355705609357	0.19327678949979704	0.32597116463308806	1.0245453450193431	7.535972755683084E-4	-43682.55513068336	-447.4653173683277
14245000	-44134.901233422104	-440.43673880970215	-43694.4644946124	0.11170173740083372	2020.090484054949	9.846782091493386	26.017300604103667	70.2432602302058	4.97925207291944	0.29536862450639706	0.1846121841226222	0.19325704765085822	0.3267621437201209	0.2502065749071871	8.480177336680318E-4	-43694.4644946124	-428.20866253990073
14250000	-44130.690238005634	-427.3509199154952	-43703.33931809014	0.1164244332169968	2020.085761359133	9.514540130541075	23.706471972279683	68.49742622519965	5.079161155802552	0.2960620732827208	0.18403195775980638	0.1931812395541594	0.3267247294033118	0.42999709885427934	7.052328455105395E-4	-43703.33931809014	-421.98421063227795
14255000	-44138.64028701798	-461.5809891063319	-43677.05929791165	0.11569004950695966	2020.0864957428428	10.200087592755668	29.39079170589327	71.21150259206713	5.16936703770336	0.2997262826105911	0.18022020540626535	0.19185224134073126	0.32820127064241067	1.1370196208303063	7.375259818167751E-4	-43677.05929791165	-453.10426107316323
14260000	-44146.42731368763	-464.60279225256255	-43681.82452143507	0.1038857976901617	2020.0982999946598	10.23565797042051	30.404386349051183	69.89479568936997	6.198539051972316	0.2950262857488911	0.1797470235024363	0.19970702705379115	0.32551966369487983	0.3779482578801612	7.950890879002635E-4	-43681.82452143507	-454.6500883783084
14265000	-44140.36288747733	-457.74396587718877	-43682.61892160014	0.10971752709401957	2020.0924682652558	10.088170582419817	27.387319039246083	68.95897119349192	5.201390894165272	0.2973201589586544	0.1813609700060859	0.19727666992373843	0.32404220111151966	0.8249733104599172	8.276102927044265E-4	-43682.61892160014	-445.52785999074854
14270000	-44141.67537466027	-458.4787887173476	-43683.196585942926	0.0990663450026377	2020.1031194473471	10.244117799049322	53.739086457962635	78.1181263999217	5.293138756874129	0.2986597229127526	0.1813611274580539	0.1976996460167428	0.322279503612449	0.3374875753665438	7.729874239911578E-4	-43683.196585942926	-448.7820478729426
14275000	-44145.38588045476	-467.0089779629457	-43678.376902491815	0.10882760320384226	2020.093358189146	10.247579921609514	24.343149209369223	65.9196852230087	4.228764846001244	0.29295949574088354	0.1797508121733217	0.19867648254171852	0.3286132095440746	0.31003012938012237	8.409896604355061E-4	-43678.376902491815	-455.6245929633001
